Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,0.634410,0.648373,0.568658,0.642997,0.642997,1018306
2021-01-05,0.647096,0.686311,0.584649,0.679435,0.679435,1677429
2021-01-06,0.679243,0.692174,0.633685,0.663778,0.663778,982339
2021-01-07,0.663664,0.667029,0.590804,0.602945,0.602945,6143880
2021-01-08,0.602950,0.640080,0.564226,0.582859,0.582859,6062812
2021-01-09,0.582807,0.603400,0.562591,0.578834,0.578834,4085193
2021-01-10,0.578747,0.599594,0.525070,0.550566,0.550566,4136438
2021-01-11,0.550379,0.551259,0.448577,0.481717,0.481717,5661540
2021-01-12,0.481545,0.544521,0.470052,0.524700,0.524700,3911640
2021-01-13,0.524834,0.611493,0.508846,0.601081,0.601081,8758432
2021-01-14,0.601216,0.628274,0.572908,0.607008,0.607008,5862096
2021-01-15,0.607023,0.635313,0.582748,0.599111,0.599111,5525979
2021-01-16,0.599539,0.665626,0.599461,0.643383,0.643383,4666778
2021-01-17,0.643258,0.697301,0.628922,0.687022,0.687022,7002967
2021-01-18,0.687942,0.770783,0.671849,0.769010,0.769010,6730431
2021-01-19,0.769010,0.777541,0.704063,0.733305,0.733305,1879875
2021-01-20,0.733668,0.754197,0.674621,0.747440,0.747440,6408688
2021-01-21,0.747175,0.757104,0.686676,0.699265,0.699265,9134523
2021-01-22,0.699505,0.889471,0.657372,0.876593,0.876593,9942442
2021-01-23,0.874704,1.051926,0.858881,0.972709,0.972709,13555291
2021-01-24,0.977021,1.217052,0.963247,1.217052,1.217052,13442347
2021-01-25,1.216837,1.287165,1.029434,1.114904,1.114904,14804192
2021-01-26,1.117250,1.213505,1.111436,1.213505,1.213505,10635099
2021-01-27,1.207028,1.326204,1.151690,1.319305,1.319305,19108422
2021-01-28,1.316878,1.616211,1.301809,1.558980,1.558980,22323629
2021-01-29,1.530523,1.570424,1.414548,1.492727,1.492727,15221534
2021-01-30,1.493888,1.651085,1.449660,1.628411,1.628411,16319848
2021-01-31,1.630285,2.073735,1.623767,1.976791,1.976791,35959110
2021-02-01,1.981343,2.915596,1.918936,2.852915,2.852915,75380374
2021-02-02,2.856192,2.856192,2.207932,2.384800,2.384800,61158729
2021-02-03,2.383664,2.502258,1.974445,2.336169,2.336169,50823380
2021-02-04,2.326534,2.816288,2.174944,2.675981,2.675981,46225263
2021-02-05,2.686424,3.078300,2.540515,3.043394,3.043394,41238778
2021-02-06,3.035680,3.301878,2.694939,3.262943,3.262943,69099340
2021-02-07,3.259622,3.443445,3.010059,3.164232,3.164232,50317039
2021-02-08,3.164442,4.110552,3.155595,4.106465,4.106465,44527633
2021-02-09,4.110843,6.187827,4.026393,5.857172,5.857172,161845637
2021-02-10,5.847210,8.162765,5.230302,6.824500,6.824500,312625013
2021-02-11,6.812353,7.053367,5.643937,6.039868,6.039868,130077500
2021-02-12,6.040953,7.494455,5.808889,7.494455,7.494455,150861818
2021-02-13,7.482964,7.621826,6.652163,7.099250,7.099250,78662300
2021-02-14,7.097427,7.128101,6.530206,6.805714,6.805714,78020960
2021-02-15,6.809859,6.988756,5.747716,6.620857,6.620857,94651019
2021-02-16,6.595417,7.409245,6.494692,7.205151,7.205151,133755716
2021-02-17,7.194631,11.150578,7.147862,9.800800,9.800800,353522586
2021-02-18,9.826918,13.478904,9.693653,13.256070,13.256070,357142277
2021-02-19,13.217065,21.409330,13.103352,18.919888,18.919888,1231580543
2021-02-20,18.921186,18.959089,12.198499,14.407936,14.407936,180892783
2021-02-21,14.620739,18.665604,14.262243,16.648937,16.648937,471889100
2021-02-22,16.637846,16.734400,12.498497,15.006258,15.006258,388787547
2021-02-23,15.035593,15.064794,9.915542,12.548701,12.548701,271795563
2021-02-24,12.579648,16.079903,11.639311,14.150606,14.150606,444645032
2021-02-25,14.151852,14.707415,11.700263,11.700263,11.700263,234987817
2021-02-26,11.760208,12.613600,10.475141,11.275441,11.275441,293395380
2021-02-27,11.272500,11.970145,10.442744,10.673538,10.673538,212274312
2021-02-28,10.673458,10.769732,8.395323,9.331332,9.331332,303891359
2021-03-01,9.359077,13.372157,9.359077,13.080628,13.080628,674113650
2021-03-02,13.085568,13.677330,11.132186,12.042550,12.042550,319238775
2021-03-03,12.044239,13.412872,11.829063,12.620396,12.620396,264413723
2021-03-04,12.608314,13.311651,11.290517,11.550276,11.550276,351010281
2021-03-05,11.538290,11.700755,10.707221,11.143015,11.143015,182367269
2021-03-06,11.123341,11.926213,10.819885,11.133686,11.133686,145628244
2021-03-07,11.128682,12.132411,10.942969,11.666339,11.666339,179637668
2021-03-08,11.655143,11.887541,11.116391,11.887541,11.887541,159571626
2021-03-09,11.914910,14.536446,11.666080,14.218888,14.218888,379945649
2021-03-10,14.228436,14.358693,12.602189,12.780912,12.780912,475108528
2021-03-11,12.769346,13.626703,12.090829,12.315702,12.315702,292549546
2021-03-12,12.324291,12.345651,10.733836,10.988192,10.988192,260688523
2021-03-13,11.006736,11.881618,10.648663,11.388517,11.388517,200886488
2021-03-14,11.381482,11.391982,10.733145,10.994822,10.994822,156147405
2021-03-15,10.939374,10.957899,9.635967,10.029764,10.029764,328531122
2021-03-16,10.013831,10.306992,9.367250,9.982314,9.982314,243043623
2021-03-17,9.988837,10.458181,9.432440,10.318729,10.318729,190655532
2021-03-18,10.334546,10.635718,9.867992,9.917449,9.917449,152208537
2021-03-19,9.915289,10.113277,9.684392,9.856440,9.856440,103953284
2021-03-20,9.861191,10.566881,9.826550,9.903493,9.903493,134757819
2021-03-21,9.924930,10.159964,9.689664,10.142991,10.142991,99309371
2021-03-22,10.144258,12.557395,10.104003,10.927266,10.927266,489055408
2021-03-23,10.932475,12.462486,10.660531,11.489808,11.489808,419146180
2021-03-24,11.475234,13.942106,11.220455,12.162040,12.162040,555211489
2021-03-25,12.095310,12.888002,11.260998,11.975755,11.975755,414366187
2021-03-26,11.961501,15.113109,11.935521,14.794272,14.794272,736002289
2021-03-27,14.795761,18.121197,14.207907,17.340218,17.340218,950230769
2021-03-28,17.331249,18.528402,15.410024,16.248106,16.248106,826170989
2021-03-29,16.224237,17.960375,16.063555,17.229269,17.229269,517692965
2021-03-30,17.224546,18.998545,16.652786,18.993847,18.993847,533992724
2021-03-31,19.006050,19.666656,17.272840,18.044340,18.044340,540125361
2021-04-01,18.061344,18.336683,16.490921,17.155863,17.155863,389021392
2021-04-02,17.138685,18.466255,16.982000,17.122250,17.122250,356636060
2021-04-03,17.086176,17.496277,15.547699,15.665895,15.665895,255806994
2021-04-04,15.662919,17.023228,15.392501,16.857712,16.857712,233175234
2021-04-05,16.847544,18.022020,15.962180,16.921146,16.921146,291810976
2021-04-06,16.926321,18.363880,16.702415,18.063988,18.063988,340071575
2021-04-07,18.068775,18.267897,15.638100,17.178593,17.178593,484297829
2021-04-08,17.182659,21.271408,17.158892,21.134275,21.134275,986307251
2021-04-09,21.129896,24.326555,19.903570,24.137518,24.137518,904331330
2021-04-10,24.165154,25.274103,21.314362,22.825418,22.825418,906128363
2021-04-11,22.741541,26.650711,21.976498,26.252113,26.252113,851930888
2021-04-12,26.269579,28.278616,23.911774,26.265270,26.265270,1243666440
2021-04-13,26.213993,26.502201,23.192423,24.142408,24.142408,760763665
2021-04-14,24.158094,25.333382,22.243052,23.220673,23.220673,611570819
2021-04-15,23.245087,24.466738,21.560810,23.542492,23.542492,688671948
2021-04-16,23.554262,23.649616,21.481133,22.517956,22.517956,519801251
2021-04-17,22.529709,25.077562,22.366180,24.129494,24.129494,459537173
2021-04-18,24.175371,25.033895,19.435537,22.190582,22.190582,804074380
2021-04-19,22.226801,25.353235,21.516115,22.844709,22.844709,623547313
2021-04-20,22.731155,27.499065,21.028502,27.499065,27.499065,932722500
2021-04-21,27.539467,29.228054,25.677048,26.090225,26.090225,1415201674
2021-04-22,26.098289,28.484758,24.276340,25.087749,25.087749,1024293101
2021-04-23,25.145281,27.190369,22.004940,26.958313,26.958313,1103827739
2021-04-24,26.997467,29.532175,25.479528,28.248070,28.248070,980075907
2021-04-25,28.309839,31.503111,27.285400,30.145229,30.145229,904257367
2021-04-26,30.168139,34.841866,30.125803,33.551811,33.551811,979258962
2021-04-27,33.574947,36.502613,32.168453,35.800728,35.800728,651669413
2021-04-28,35.803406,36.815456,33.728584,36.135460,36.135460,512483594
2021-04-29,36.183758,44.024174,36.183758,42.587776,42.587776,1398807857
2021-04-30,42.680603,44.182350,40.035740,40.892319,40.892319,843773079
2021-05-01,40.847061,42.162258,38.093670,38.465511,38.465511,514379704
2021-05-02,38.503742,42.433449,36.738243,40.960461,40.960461,737006583
2021-05-03,40.855457,42.967430,39.589725,40.906300,40.906300,588037653
2021-05-04,40.896187,41.089802,36.109867,36.599365,36.599365,641121059
2021-05-05,36.564301,40.593941,36.514389,39.036640,39.036640,416704843
2021-05-06,38.996750,38.996750,35.705215,36.681210,36.681210,474645420
2021-05-07,36.706074,37.660442,34.262817,36.042240,36.042240,431745396
2021-05-08,36.039787,39.290058,35.672020,36.996342,36.996342,430584766
2021-05-09,37.015606,39.892197,36.162891,38.301044,38.301044,429450532
2021-05-10,38.295483,40.358913,35.095776,36.014393,36.014393,464670972
2021-05-11,35.987236,37.101887,34.711025,36.815193,36.815193,330509141
2021-05-12,36.810680,37.131241,29.385033,29.385033,29.385033,528892331
2021-05-13,29.355682,33.629681,27.459221,29.519321,29.519321,712863636
2021-05-14,29.560677,32.993275,29.245310,31.785091,31.785091,413576722
2021-05-15,31.741871,32.114040,28.350807,28.656876,28.656876,313308864
2021-05-16,28.628611,32.468987,27.158573,29.154062,29.154062,378799212
2021-05-17,29.198570,29.198570,24.245127,26.910267,26.910267,455441274
2021-05-18,26.709145,29.087257,26.028732,27.043756,27.043756,353640031
2021-05-19,26.995968,27.591703,15.002216,15.739703,15.739703,659402727
2021-05-20,15.672639,22.414106,13.825445,20.356276,20.356276,884181941
2021-05-21,20.204004,21.691000,13.559482,16.818027,16.818027,527606588
2021-05-22,16.845152,17.366154,14.166956,15.129533,15.129533,629433165
2021-05-23,15.163883,15.927991,9.520287,12.855046,12.855046,536065051
2021-05-24,12.721544,18.306459,12.721544,17.774904,17.774904,687671893
2021-05-25,17.795610,19.321772,15.209303,17.729992,17.729992,473214442
2021-05-26,17.737883,20.103771,17.376995,19.349243,19.349243,367331918
2021-05-27,19.341274,19.658360,17.062933,18.122585,18.122585,379600045
2021-05-28,18.209276,18.471981,15.141283,15.929363,15.929363,275882695
2021-05-29,15.904015,16.843582,13.963702,14.659864,14.659864,200450014
2021-05-30,14.667876,16.540682,13.867328,15.893024,15.893024,216989654
2021-05-31,15.894803,18.302256,14.913917,17.947788,17.947788,267684078
2021-06-01,17.953672,18.486544,16.980839,17.839960,17.839960,224735154
2021-06-02,17.839966,20.548710,17.314316,19.260704,19.260704,282908655
2021-06-03,19.269785,21.526421,18.862911,21.135574,21.135574,267707799
2021-06-04,21.165810,21.222773,17.745249,19.102547,19.102547,297589671
2021-06-05,19.092075,21.044846,18.135117,18.962774,18.962774,263965344
2021-06-06,18.960005,19.475845,18.076538,18.836655,18.836655,195107558
2021-06-07,18.835682,20.357540,16.998371,16.998371,16.998371,276846780
2021-06-08,17.035007,17.487602,15.307357,17.052660,17.052660,332932369
2021-06-09,17.000755,18.581747,16.107399,18.444813,18.444813,267428023
2021-06-10,18.441326,18.593866,16.619940,16.783030,16.783030,234633904
2021-06-11,16.767677,17.478569,15.707164,15.966476,15.966476,182258830
2021-06-12,15.957841,16.265633,15.023314,15.697269,15.697269,162622824
2021-06-13,15.720859,17.123545,15.215817,16.874592,16.874592,157733422
2021-06-14,16.824387,17.742659,16.386744,16.952166,16.952166,160034979
2021-06-15,17.409027,18.043421,17.055008,17.623482,17.623482,201298080
2021-06-16,17.182531,17.182531,15.633426,16.002131,16.002131,142291302
2021-06-17,15.994394,16.856775,15.852812,16.169363,16.169363,113686518
2021-06-18,16.185703,16.471584,15.039468,15.626668,15.626668,123295983
2021-06-19,15.656896,15.855794,15.255562,15.454411,15.454411,100496042
2021-06-20,15.415168,16.080969,14.372489,16.033941,16.033941,141207063
2021-06-21,15.992776,16.097525,12.044053,12.096899,12.096899,197062358
2021-06-22,12.090981,13.184771,9.661666,12.003200,12.003200,358551040
2021-06-23,12.008851,14.462350,11.460235,13.634652,13.634652,236104060
2021-06-24,13.621496,14.200283,12.787034,13.808820,13.808820,132821556
2021-06-25,13.816832,14.042310,11.901068,12.214157,12.214157,246929859
2021-06-26,12.195432,12.624467,11.376381,12.232103,12.232103,226761230
2021-06-27,12.274969,13.037904,11.886830,13.013906,13.013906,190050436
2021-06-28,13.014229,13.667300,12.625791,13.284020,13.284020,301401846
2021-06-29,13.286264,14.441079,13.277152,13.743588,13.743588,340829914
2021-06-30,13.794673,13.895130,12.723744,13.849677,13.849677,290422717
2021-07-01,13.842715,13.842715,12.624636,12.833932,12.833932,266356983
2021-07-02,12.842864,13.000608,12.407379,12.991410,12.991410,238778096
2021-07-03,12.985383,13.832364,12.667702,13.569741,13.569741,268036595
2021-07-04,13.567160,14.619603,13.322251,14.162882,14.162882,299088228
2021-07-05,14.155053,14.457035,13.326055,14.057624,14.057624,353173222
2021-07-06,14.056007,15.833783,14.056007,15.466000,15.466000,511018682
2021-07-07,15.464870,16.300644,15.118108,15.185910,15.185910,486001068
2021-07-08,15.194632,15.246212,14.078883,14.314099,14.314099,386104009
2021-07-09,14.284798,14.663780,13.699433,14.552393,14.552393,356103275
2021-07-10,14.571565,15.273191,14.284871,14.959400,14.959400,356770483
2021-07-11,14.956178,15.408220,14.666740,15.151919,15.151919,312664638
2021-07-12,15.146646,15.929108,14.493646,14.859505,14.859505,328287151
2021-07-13,14.855339,15.031394,14.250333,14.471349,14.471349,302863867
2021-07-14,14.473986,14.514136,13.315629,14.010034,14.010034,358984941
2021-07-15,14.009137,14.540384,13.515958,13.656043,13.656043,350052127
2021-07-16,13.672750,14.013843,12.814655,12.837568,12.837568,320936753
2021-07-17,12.824888,12.973277,12.412053,12.746853,12.746853,283996509
2021-07-18,12.741405,13.292901,12.724308,12.948874,12.948874,262225118
2021-07-19,12.946760,12.975277,12.003618,12.018110,12.018110,257639978
2021-07-20,12.027343,12.175142,10.870136,11.279781,11.279781,348182371
2021-07-21,11.232993,13.314458,11.092741,12.927591,12.927591,403594306
2021-07-22,12.940704,13.197118,12.622158,13.010111,13.010111,313142894
2021-07-23,13.009180,13.765909,12.685553,13.765909,13.765909,302822605
2021-07-24,13.759693,14.259048,13.493827,14.054876,14.054876,355551481
2021-07-25,14.046513,14.126071,13.386169,13.921371,13.921371,299611604
2021-07-26,13.927982,15.241554,13.879711,14.300551,14.300551,423470035
2021-07-27,14.272208,14.902211,13.866231,14.759392,14.759392,369029397
2021-07-28,14.767780,15.198975,14.516911,14.899582,14.899582,361800509
2021-07-29,14.913950,15.010767,14.647803,14.931014,14.931014,285571404
2021-07-30,14.936343,15.348054,14.345992,15.149310,15.149310,341303201
2021-07-31,15.156312,16.276283,15.027134,16.019293,16.019293,395356289
2021-08-01,15.988046,16.933849,15.843483,16.025175,16.025175,410096661
2021-08-02,16.019951,16.445419,15.585307,15.895168,15.895168,379247201
2021-08-03,15.864181,16.357351,15.526080,16.237938,16.237938,427215340
2021-08-04,16.264835,17.804033,15.873746,17.540878,17.540878,449207335
2021-08-05,17.541121,17.761969,16.405981,17.460920,17.460920,482542945
2021-08-06,17.451818,18.280682,16.972666,18.094988,18.094988,455437051
2021-08-07,18.114441,18.759033,17.524807,18.196899,18.196899,475957230
2021-08-08,18.218672,18.481791,17.114389,17.387980,17.387980,415025149
2021-08-09,17.388718,18.607182,16.994705,18.348631,18.348631,444003597
2021-08-10,18.323759,19.247528,17.978525,18.862886,18.862886,451388855
2021-08-11,18.852158,20.564671,18.815256,19.666903,19.666903,467295533
2021-08-12,19.660799,20.400114,18.637821,19.449600,19.449600,446843459
2021-08-13,19.479204,21.101440,19.335505,21.075682,21.075682,406474072
2021-08-14,21.084925,21.478542,20.257912,20.689819,20.689819,467099725
2021-08-15,20.697159,21.012440,19.985834,20.995346,20.995346,442311925
2021-08-16,21.057611,22.580385,20.946690,21.399361,21.399361,553829149
2021-08-17,21.342991,23.613234,21.057041,21.427937,21.427937,643464424
2021-08-18,21.416637,22.378149,20.624250,21.398689,21.398689,597219209
2021-08-19,21.346600,22.474922,20.681870,22.428955,22.428955,555564582
2021-08-20,22.422892,24.450108,21.785545,24.323774,24.323774,592900532
2021-08-21,24.338516,24.387842,23.285048,23.630932,23.630932,461166615
2021-08-22,23.640814,23.851776,22.809563,23.530962,23.530962,446837682
2021-08-23,23.549957,25.965067,23.444132,25.225183,25.225183,607541987
2021-08-24,25.247244,25.554592,23.048353,23.660484,23.660484,574578660
2021-08-25,23.669783,26.345259,23.583254,25.965536,25.965536,693697038
2021-08-26,25.985926,26.593988,24.282419,24.879810,24.879810,655808383
2021-08-27,24.861250,26.192141,24.222422,26.135805,26.135805,567212280
2021-08-28,26.134058,26.191078,25.351112,25.458549,25.458549,442342932
2021-08-29,25.494318,25.952484,24.977003,25.228233,25.228233,406793487
2021-08-30,25.228632,25.317226,23.148594,23.221889,23.221889,526563742
2021-08-31,23.212271,23.827181,22.445503,22.931898,22.931898,584227796
2021-09-01,22.893053,24.207020,21.607355,24.188017,24.188017,595662252
2021-09-02,24.188255,24.856544,23.349680,23.511351,23.511351,489141846
2021-09-03,23.480631,23.993036,23.030931,23.469160,23.469160,433201250
2021-09-04,23.433056,24.591652,23.263245,24.121428,24.121428,434852021
2021-09-05,24.117640,24.539230,23.345442,24.482374,24.482374,426410834
2021-09-06,24.462994,25.308687,24.152294,24.522064,24.522064,462931239
2021-09-07,24.560823,24.903406,18.828587,20.758146,20.758146,672625446
2021-09-08,20.783173,20.891611,17.845324,20.140453,20.140453,685871331
2021-09-09,19.638952,21.179869,19.554407,20.532995,20.532995,477763456
2021-09-10,20.532825,21.493408,18.769535,19.075577,19.075577,397643707
2021-09-11,19.076727,20.115976,19.033653,19.642624,19.642624,321952417
2021-09-12,19.623743,20.735611,19.320238,20.445362,20.445362,292280896
2021-09-13,20.437523,20.593300,18.555216,19.446167,19.446167,380305396
2021-09-14,19.416374,20.815260,19.292995,20.806173,20.806173,354051138
2021-09-15,20.813557,22.837812,20.567518,22.583452,22.583452,451901685
2021-09-16,22.586325,23.083632,21.902983,22.319174,22.319174,411820875
2021-09-17,22.330994,22.366796,21.130022,21.317055,21.317055,337927477
2021-09-18,21.299416,23.013187,21.081263,22.389734,22.389734,331301493
2021-09-19,22.389175,23.721346,21.883497,22.766022,22.766022,387171852
2021-09-20,22.786222,22.836464,18.840069,19.003519,19.003519,570961413
2021-09-21,19.117550,20.068226,17.531118,17.908634,17.908634,546602065
2021-09-22,17.861795,20.235195,17.774452,20.218460,20.218460,427376219
2021-09-23,20.218117,20.545815,19.569357,20.089220,20.089220,330566774
2021-09-24,20.090279,20.150814,17.369436,18.865528,18.865528,412038915
2021-09-25,18.874498,19.107828,17.947241,18.510126,18.510126,302092689
2021-09-26,18.509937,19.424337,16.932556,18.625923,18.625923,404779658
2021-09-27,18.663607,19.792650,18.424681,18.450212,18.450212,350127650
2021-09-28,18.422035,18.697805,18.013172,18.113117,18.113117,275805175
2021-09-29,18.120771,19.597652,17.999260,18.543509,18.543509,301239679
2021-09-30,18.542803,19.357424,18.418369,18.869083,18.869083,321481654
2021-10-01,18.905544,20.092342,18.677177,19.950525,19.950525,325359269
2021-10-02,19.970812,20.447889,19.430552,20.006310,20.006310,274539176
2021-10-03,19.967060,20.220970,19.506908,19.685955,19.685955,250202776
2021-10-04,19.684715,19.691233,18.862089,19.267010,19.267010,255729082
2021-10-05,19.284986,20.029467,19.073431,19.980394,19.980394,266285705
2021-10-06,19.979765,19.979961,18.632559,19.795437,19.795437,341585368
2021-10-07,19.765024,21.288837,19.288532,19.458620,19.458620,465286080
2021-10-08,19.449511,20.188482,18.952248,19.545507,19.545507,422413732
2021-10-09,19.537580,19.956654,19.431721,19.657154,19.657154,255739558
2021-10-10,19.673113,19.690952,18.551338,18.644041,18.644041,246905161
2021-10-11,18.626753,19.488646,18.469563,18.806917,18.806917,254523126
2021-10-12,18.807737,19.474712,17.732285,19.474712,19.474712,407259231
2021-10-13,19.477087,21.105440,19.333113,20.311583,20.311583,695061645
2021-10-14,20.320639,20.913233,19.708593,19.880644,19.880644,447941766
2021-10-15,19.918243,20.124067,19.238100,19.814886,19.814886,326810173
2021-10-16,19.833523,20.074993,19.552940,19.750763,19.750763,261254100
2021-10-17,19.749744,19.871555,19.053892,19.482174,19.482174,226198822
2021-10-18,19.491377,19.867058,19.327957,19.838696,19.838696,241915825
2021-10-19,19.838461,20.367092,19.783733,20.139425,20.139425,298871673
2021-10-20,20.139788,20.586567,19.775957,20.407051,20.407051,318681724
2021-10-21,20.418173,20.716476,19.655920,19.872213,19.872213,354058636
